review_id,movie_id,viewer_id,review_date,score,sentiment,platform,helpful_votes
1058,4,1151,2025-02-03,5,Neutral,TabletApp,68
1059,14,1422,2025-01-27,8,Positive,SmartTV,79
1060,4,1947,2024-11-06,5,Neutral,StreamMax,108
1061,4,262,2024-11-23,7,Positive,SmartTV,24
1062,12,1992,2024-08-28,4,Negative,SmartTV,90
1063,4,291,2024-09-24,5,Neutral,StreamMax,128
1064,3,1436,2024-10-01,9,Positive,WebBrowser,104
1065,9,330,2025-03-04,3,Negative,MobileApp,104
1066,1,606,2024-09-24,8,Positive,MobileApp,74
1067,14,1139,2025-03-08,7,Positive,StreamMax,95
1068,7,1462,2024-06-01,10,Positive,SmartTV,133
1069,7,515,2025-01-16,8,Positive,StreamMax,30
1070,15,1477,2024-12-18,6,Neutral,TabletApp,126
1071,4,133,2024-09-16,9,Positive,StreamMax,75
1072,13,198,2024-06-25,8,Positive,SmartTV,36
1073,15,1074,2025-04-07,1,Negative,WebBrowser,32
1074,10,1147,2025-01-21,5,Neutral,StreamMax,139
1075,12,1398,2025-02-12,4,Negative,SmartTV,131
1076,12,707,2024-07-23,6,Neutral,MobileApp,123
1077,5,1468,2024-11-26,4,Negative,StreamMax,123
1078,8,898,2025-04-12,5,Neutral,TabletApp,125
1079,3,1057,2024-08-11,6,Neutral,StreamMax,132
1080,11,1640,2025-02-06,6,Neutral,WebBrowser,144
1081,13,1769,2024-12-10,7,Positive,MobileApp,48
1082,6,673,2024-10-16,5,Neutral,SmartTV,52
1083,1,1745,2025-01-10,9,Positive,TabletApp,69
1084,8,1377,2024-06-30,6,Neutral,WebBrowser,77
1085,11,327,2024-10-20,6,Neutral,TabletApp,121
1086,10,1807,2024-08-29,6,Neutral,WebBrowser,52
1087,12,1647,2024-07-01,10,Positive,MobileApp,51
1088,6,644,2025-03-20,9,Positive,TabletApp,56
1089,8,1554,2025-03-20,8,Positive,SmartTV,17
1090,10,516,2024-10-07,5,Neutral,SmartTV,81
1091,7,1780,2024-09-21,4,Negative,MobileApp,141
1092,6,208,2024-09-10,7,Positive,TabletApp,132
1093,5,1746,2024-12-26,4,Negative,StreamMax,107
1094,3,1339,2024-07-20,3,Negative,MobileApp,116
1095,6,643,2024-10-23,3,Negative,WebBrowser,132
1096,1,1014,2024-11-06,7,Positive,MobileApp,52
1097,10,934,2024-06-03,8,Positive,WebBrowser,128
1098,1,616,2024-06-06,10,Positive,SmartTV,103
1099,10,412,2024-07-17,4,Negative,TabletApp,22
1100,11,689,2024-06-30,4,Negative,MobileApp,85
1101,3,1250,2024-07-07,4,Negative,SmartTV,125
1102,13,374,2025-04-27,7,Positive,StreamMax,64
1103,8,1943,2024-07-12,6,Neutral,TabletApp,105
1104,10,668,2025-01-19,7,Positive,StreamMax,81
1105,11,1632,2025-01-26,7,Positive,MobileApp,108
1106,13,406,2024-06-24,8,Positive,SmartTV,97
1107,11,1594,2024-09-27,5,Neutral,SmartTV,44
1108,13,1343,2024-12-24,9,Positive,WebBrowser,96
1109,12,1204,2024-11-29,4,Negative,MobileApp,131
1110,1,581,2024-12-28,6,Neutral,StreamMax,42
1111,6,780,2024-12-10,8,Positive,StreamMax,79
1112,11,1221,2025-04-29,9,Positive,TabletApp,79
1113,5,340,2024-09-09,7,Positive,SmartTV,149
1114,11,508,2024-12-13,8,Positive,WebBrowser,103
1115,6,122,2025-02-25,7,Positive,SmartTV,22
1116,6,1554,2024-11-29,8,Positive,WebBrowser,94
1117,3,1367,2024-06-19,3,Negative,TabletApp,68
1118,7,1932,2025-02-07,9,Positive,StreamMax,58
1119,9,1765,2024-06-23,10,Positive,TabletApp,1
1120,9,1119,2024-10-04,3,Negative,SmartTV,8
1121,9,1469,2025-02-27,7,Positive,WebBrowser,101
1122,11,361,2024-11-01,4,Negative,SmartTV,62
1123,12,106,2024-09-14,6,Neutral,StreamMax,143
1124,15,391,2025-01-17,9,Positive,WebBrowser,16
1125,8,385,2024-11-30,7,Positive,TabletApp,27
1126,6,1019,2025-03-07,10,Positive,SmartTV,88
1127,11,400,2025-03-06,8,Positive,StreamMax,145
1128,5,1553,2025-02-03,8,Positive,WebBrowser,146
1129,12,1760,2024-07-22,4,Negative,StreamMax,88
1130,8,1666,2024-08-17,9,Positive,MobileApp,85
1131,1,490,2025-02-28,5,Neutral,StreamMax,59
1132,10,1409,2024-12-26,3,Negative,TabletApp,104
1133,3,1374,2024-12-06,7,Positive,TabletApp,44
1134,9,1774,2024-09-29,4,Negative,StreamMax,59
1135,13,1428,2025-04-21,7,Positive,SmartTV,97
1136,2,18,2025-02-07,7,Positive,TabletApp,105
1137,8,779,2025-02-02,5,Neutral,StreamMax,123
1138,6,115,2025-04-27,8,Positive,StreamMax,5
1139,6,216,2024-07-14,7,Positive,StreamMax,73
1140,14,423,2025-03-23,3,Negative,SmartTV,99
1141,11,656,2025-02-02,3,Negative,MobileApp,150
1142,5,8,2024-07-25,3,Negative,MobileApp,85
1143,5,1033,2024-12-15,6,Neutral,SmartTV,92
1144,1,708,2024-06-19,10,Positive,TabletApp,120
1145,8,413,2024-08-29,7,Positive,WebBrowser,73
1146,11,1870,2025-04-01,10,Positive,TabletApp,68
1147,13,1945,2025-01-21,6,Neutral,SmartTV,52
1148,12,1474,2024-06-13,3,Negative,SmartTV,83
1149,14,1582,2025-01-23,9,Positive,MobileApp,123
1150,5,287,2024-10-29,9,Positive,StreamMax,47
1151,6,1772,2024-06-13,6,Neutral,SmartTV,111
1152,7,297,2024-07-20,3,Negative,MobileApp,118
1153,13,954,2025-04-20,8,Positive,SmartTV,52
1154,13,34,2024-06-25,4,Negative,StreamMax,42
1155,9,462,2024-11-16,6,Neutral,SmartTV,7
1156,10,1179,2025-01-11,5,Neutral,SmartTV,48
1157,11,1330,2024-12-25,10,Positive,StreamMax,54
1158,14,1838,2024-08-19,6,Neutral,SmartTV,140
1159,8,881,2025-02-23,9,Positive,StreamMax,122
1160,1,1954,2024-10-21,3,Negative,StreamMax,120
1161,8,859,2024-10-02,7,Positive,SmartTV,118
1162,2,1867,2024-12-12,9,Positive,WebBrowser,35
1163,12,31,2025-02-05,8,Positive,TabletApp,102
1164,11,290,2025-02-17,5,Neutral,MobileApp,1
1165,12,1936,2024-12-30,10,Positive,MobileApp,119
1166,6,375,2024-07-13,4,Negative,WebBrowser,102
1167,2,722,2025-02-22,9,Positive,TabletApp,93
1168,5,76,2024-07-05,5,Neutral,StreamMax,101
1169,15,1909,2025-03-14,5,Neutral,StreamMax,67
1170,4,1583,2024-12-03,6,Neutral,WebBrowser,27
1171,12,53,2025-04-19,5,Neutral,StreamMax,7
1172,1,1524,2025-01-11,10,Positive,SmartTV,128
1173,4,176,2025-03-23,9,Positive,StreamMax,110
1174,11,1660,2024-08-01,9,Positive,TabletApp,145
1175,6,1241,2024-09-10,7,Positive,StreamMax,137
1176,2,1596,2024-06-21,4,Negative,WebBrowser,92
1177,7,315,2024-07-08,9,Positive,SmartTV,56
1178,6,1733,2024-08-09,8,Positive,SmartTV,92
1179,3,888,2025-04-30,3,Negative,TabletApp,49
1180,7,476,2025-04-17,4,Negative,MobileApp,106
1181,15,529,2024-09-25,2,Negative,TabletApp,21
1182,4,1642,2024-08-18,5,Neutral,TabletApp,93
1183,5,784,2024-06-06,4,Negative,TabletApp,75
1184,3,1880,2024-10-24,3,Negative,StreamMax,9
1185,13,1772,2025-03-19,10,Positive,SmartTV,43
1186,6,666,2024-10-25,9,Positive,StreamMax,125
1187,9,665,2024-12-21,7,Positive,StreamMax,71
1188,9,1070,2025-01-05,4,Negative,WebBrowser,144
1189,14,1243,2024-07-07,5,Neutral,MobileApp,131
1190,6,1857,2024-06-08,5,Neutral,SmartTV,57
1191,13,490,2024-06-18,8,Positive,TabletApp,103
1192,1,342,2025-03-11,8,Positive,SmartTV,26
1193,8,1596,2024-11-24,9,Positive,MobileApp,45
1194,10,1895,2025-04-13,6,Neutral,SmartTV,62
1195,1,349,2024-07-20,7,Positive,StreamMax,110
1196,11,75,2024-06-04,3,Negative,TabletApp,0
1197,12,1943,2025-02-04,4,Negative,StreamMax,87
1198,1,735,2025-04-08,10,Positive,WebBrowser,113
1199,8,84,2024-12-17,4,Negative,StreamMax,79
1200,3,1907,2024-12-14,9,Positive,WebBrowser,103
1201,2,143,2025-03-24,10,Positive,MobileApp,76
1202,14,45,2024-08-28,3,Negative,TabletApp,47
1203,4,1867,2024-08-07,7,Positive,SmartTV,57
1204,3,528,2024-10-18,5,Neutral,TabletApp,59
1205,14,869,2024-07-03,10,Positive,WebBrowser,76
1206,6,57,2024-07-13,10,Positive,SmartTV,129
1207,9,1855,2025-03-22,6,Neutral,MobileApp,80
1208,13,38,2025-02-17,6,Neutral,WebBrowser,32
1209,8,821,2024-07-29,7,Positive,SmartTV,47
1210,3,978,2025-02-07,7,Positive,SmartTV,110
1211,12,408,2024-07-27,4,Negative,StreamMax,13
1212,10,941,2025-01-02,10,Positive,SmartTV,14
1213,8,643,2024-12-02,10,Positive,StreamMax,45
1214,13,1580,2024-07-05,5,Neutral,TabletApp,26
1215,1,398,2024-09-03,8,Positive,WebBrowser,72
1216,11,685,2024-07-25,7,Positive,WebBrowser,115
1217,3,11,2025-03-02,7,Positive,WebBrowser,109
1218,15,848,2024-12-30,7,Positive,StreamMax,142
1219,11,767,2024-12-18,3,Negative,MobileApp,82
1220,8,1800,2025-03-21,9,Positive,MobileApp,7
1221,12,1958,2024-08-13,9,Positive,SmartTV,91
1222,9,1586,2025-03-19,1,Negative,WebBrowser,80
1223,11,1315,2024-07-06,6,Neutral,SmartTV,47
1224,7,263,2025-01-18,8,Positive,WebBrowser,80
1225,3,767,2024-07-12,4,Negative,StreamMax,101
1226,9,1692,2024-12-15,4,Negative,WebBrowser,137
1227,9,992,2024-12-13,2,Negative,SmartTV,70
1228,4,834,2024-11-24,7,Positive,MobileApp,39
1229,7,1564,2024-09-19,4,Negative,TabletApp,7
1230,11,1356,2024-12-18,8,Positive,WebBrowser,104
1231,6,9,2024-06-07,9,Positive,TabletApp,101
1232,2,666,2024-08-11,3,Negative,TabletApp,41
1233,1,361,2025-01-24,10,Positive,SmartTV,59
1234,9,227,2025-01-26,5,Neutral,TabletApp,55
1235,8,1305,2024-11-12,4,Negative,StreamMax,33
1236,13,1617,2024-07-12,8,Positive,StreamMax,94
1237,1,170,2025-01-22,9,Positive,SmartTV,18
1238,10,63,2025-01-19,10,Positive,MobileApp,36
1239,1,1194,2025-03-04,7,Positive,MobileApp,43
1240,9,1206,2024-10-31,4,Negative,TabletApp,150
1241,8,1219,2024-10-16,5,Neutral,TabletApp,0
1242,12,54,2025-02-19,7,Positive,MobileApp,87
1243,7,1013,2024-08-04,4,Negative,StreamMax,125
1244,13,180,2025-03-06,10,Positive,TabletApp,46
1245,13,351,2025-01-27,3,Negative,SmartTV,52
1246,5,308,2024-12-26,10,Positive,WebBrowser,8
1247,5,1126,2025-01-04,9,Positive,StreamMax,24
1248,7,27,2024-09-18,4,Negative,MobileApp,15
1249,10,1960,2025-04-20,8,Positive,TabletApp,52
1250,12,1096,2024-07-17,10,Positive,WebBrowser,146
1251,7,1123,2025-03-15,10,Positive,MobileApp,0
1252,12,168,2024-06-12,5,Neutral,SmartTV,78
1253,7,227,2024-08-11,7,Positive,WebBrowser,62
1254,13,550,2024-10-09,8,Positive,MobileApp,99
1255,2,1580,2024-06-10,7,Positive,WebBrowser,62
1256,1,1003,2024-11-21,9,Positive,TabletApp,34
1257,2,53,2025-04-06,10,Positive,TabletApp,143
1258,7,1671,2025-03-08,8,Positive,WebBrowser,52
1259,3,1666,2024-10-15,9,Positive,WebBrowser,104
1260,7,1893,2025-03-09,5,Neutral,MobileApp,2
1261,5,105,2024-12-06,9,Positive,MobileApp,136
1262,10,1360,2024-10-03,9,Positive,TabletApp,44
1263,10,133,2024-08-14,5,Neutral,SmartTV,55
1264,4,1781,2025-04-27,2,Negative,WebBrowser,148
1265,11,641,2024-10-20,9,Positive,SmartTV,105
1266,12,657,2024-11-29,3,Negative,WebBrowser,3
1267,4,206,2024-10-20,5,Neutral,TabletApp,7
1268,1,427,2024-10-08,8,Positive,WebBrowser,123
1269,14,1975,2025-02-24,9,Positive,MobileApp,131
1270,13,1643,2025-04-03,8,Positive,StreamMax,87
1271,7,1244,2025-01-22,8,Positive,MobileApp,25
1272,9,1547,2025-01-19,7,Positive,WebBrowser,60
1273,4,274,2024-08-11,6,Neutral,SmartTV,11
1274,5,1208,2025-03-25,9,Positive,WebBrowser,140
1275,11,369,2025-02-02,10,Positive,TabletApp,127
1276,14,1618,2024-10-01,6,Neutral,SmartTV,71
1277,8,914,2024-08-12,8,Positive,TabletApp,51
1278,11,804,2024-11-30,3,Negative,WebBrowser,109
1279,10,155,2025-02-05,5,Neutral,MobileApp,88
1280,7,1690,2024-11-26,10,Positive,StreamMax,51
1281,11,451,2024-12-24,7,Positive,MobileApp,133
1282,11,1761,2025-02-06,8,Positive,StreamMax,115
1283,9,1406,2024-10-20,5,Neutral,MobileApp,51
1284,9,767,2024-09-19,6,Neutral,TabletApp,93
1285,7,1723,2024-07-03,4,Negative,MobileApp,9
1286,15,271,2024-11-13,10,Positive,TabletApp,19
1287,13,1729,2024-11-22,8,Positive,SmartTV,41
1288,12,176,2024-08-26,3,Negative,StreamMax,111
1289,10,1978,2025-01-02,8,Positive,WebBrowser,51
1290,6,994,2025-02-13,3,Negative,WebBrowser,63
1291,14,1929,2024-09-26,3,Negative,WebBrowser,131
1292,14,1899,2024-08-20,10,Positive,TabletApp,131
1293,15,1549,2025-02-13,10,Positive,MobileApp,43
1294,9,1796,2024-08-15,7,Positive,StreamMax,122
1295,7,1848,2025-01-09,9,Positive,MobileApp,150
1296,5,1738,2025-02-09,4,Negative,SmartTV,32
1297,3,38,2024-08-18,6,Neutral,SmartTV,89
1298,7,324,2025-01-21,6,Neutral,MobileApp,49
1299,7,1588,2024-12-19,5,Neutral,TabletApp,24
1300,6,1789,2024-10-31,8,Positive,SmartTV,3
1301,15,938,2025-02-03,6,Neutral,TabletApp,68
1302,10,1692,2025-04-30,4,Negative,StreamMax,107
1303,11,75,2024-10-15,5,Neutral,WebBrowser,48
1304,5,672,2024-06-25,10,Positive,StreamMax,118
1305,2,358,2024-11-16,4,Negative,SmartTV,25
1306,14,117,2024-10-12,5,Neutral,TabletApp,94
1307,7,1316,2024-06-27,7,Positive,StreamMax,93
1308,13,964,2024-06-30,3,Negative,MobileApp,8
1309,3,1532,2024-11-08,5,Neutral,MobileApp,76
1310,4,1122,2024-08-24,3,Negative,WebBrowser,42
1311,1,550,2024-07-22,8,Positive,TabletApp,100
1312,4,1236,2024-07-06,7,Positive,MobileApp,53
1313,9,564,2025-03-05,8,Positive,TabletApp,31
1314,6,261,2024-07-25,3,Negative,TabletApp,26
1315,6,687,2025-04-10,3,Negative,WebBrowser,7
1316,11,1833,2025-04-29,4,Negative,SmartTV,150
1317,11,675,2025-02-02,6,Neutral,WebBrowser,72
1318,4,728,2025-01-08,6,Neutral,StreamMax,138
1319,1,225,2025-04-28,8,Positive,WebBrowser,48
1320,15,92,2025-01-24,8,Positive,MobileApp,15
1321,7,25,2025-03-23,10,Positive,WebBrowser,90
1322,5,316,2024-08-30,4,Negative,MobileApp,3
1323,4,1928,2025-01-07,6,Neutral,StreamMax,112
1324,7,1574,2024-10-13,6,Neutral,SmartTV,90
1325,15,917,2024-08-17,4,Negative,StreamMax,17
1326,2,67,2024-11-17,6,Neutral,MobileApp,77
1327,5,935,2024-12-25,3,Negative,SmartTV,110
1328,9,1604,2024-12-12,6,Neutral,MobileApp,138
1329,15,135,2025-04-18,1,Negative,SmartTV,85
1330,13,515,2024-12-24,9,Positive,StreamMax,64
1331,11,657,2024-11-09,10,Positive,TabletApp,67
1332,6,1290,2025-03-30,6,Neutral,WebBrowser,130
1333,3,1061,2025-04-26,3,Negative,WebBrowser,74
1334,10,1848,2024-06-28,8,Positive,StreamMax,62
1335,7,247,2024-09-20,10,Positive,StreamMax,101
1336,2,1388,2024-07-26,9,Positive,SmartTV,34
1337,4,835,2024-10-09,6,Neutral,MobileApp,110
1338,3,1147,2024-11-03,7,Positive,StreamMax,36
1339,13,1568,2024-10-10,6,Neutral,StreamMax,62
1340,4,1525,2024-08-18,6,Neutral,SmartTV,45
1341,8,575,2024-12-16,8,Positive,StreamMax,36
1342,13,1444,2025-01-29,8,Positive,TabletApp,90
1343,12,1491,2025-04-17,6,Neutral,MobileApp,86
1344,2,1804,2024-06-05,10,Positive,TabletApp,102
1345,13,543,2024-10-29,8,Positive,SmartTV,50
1346,1,1475,2024-08-12,7,Positive,StreamMax,81
1347,7,1266,2025-01-13,9,Positive,TabletApp,127
1348,6,211,2024-08-17,3,Negative,StreamMax,25
1349,4,166,2024-12-09,6,Neutral,TabletApp,138
1350,13,424,2024-07-19,10,Positive,SmartTV,10
1351,1,1446,2025-04-13,10,Positive,StreamMax,78
1352,5,751,2024-12-09,5,Neutral,WebBrowser,38
1353,13,1983,2025-04-25,8,Positive,StreamMax,93
1354,9,1700,2024-08-20,9,Positive,WebBrowser,22
1355,3,1604,2025-04-11,8,Positive,WebBrowser,35
1356,11,1070,2024-06-11,9,Positive,SmartTV,22
1357,1,105,2024-07-15,10,Positive,WebBrowser,92
1358,12,1587,2024-07-28,5,Neutral,WebBrowser,10
1359,6,1583,2024-12-07,3,Negative,SmartTV,29
1360,7,16,2024-09-29,3,Negative,SmartTV,45
1361,11,1570,2025-02-25,5,Neutral,MobileApp,92
1362,9,882,2024-08-31,10,Positive,TabletApp,0
1363,12,848,2025-04-21,3,Negative,WebBrowser,32
1364,14,753,2025-01-04,4,Negative,WebBrowser,46
1365,13,164,2025-02-09,10,Positive,StreamMax,47
1366,14,1301,2025-03-22,6,Neutral,WebBrowser,148
1367,15,1271,2024-11-02,2,Negative,SmartTV,132
1368,15,1036,2024-07-30,4,Negative,SmartTV,112
1369,8,1002,2024-08-26,7,Positive,MobileApp,32
1370,11,1259,2025-01-08,9,Positive,StreamMax,25
1371,7,1204,2024-06-18,10,Positive,StreamMax,141
1372,10,1380,2025-04-02,5,Neutral,MobileApp,104
1373,7,425,2025-03-28,10,Positive,MobileApp,41
1374,7,1238,2025-03-13,7,Positive,SmartTV,150
1375,1,806,2025-01-23,6,Neutral,TabletApp,65
1376,15,1074,2024-11-12,7,Positive,StreamMax,64
1377,15,759,2025-04-18,3,Negative,SmartTV,32
1378,15,391,2024-09-06,8,Positive,StreamMax,9
1379,2,1418,2024-12-10,6,Neutral,StreamMax,10
1380,7,994,2024-09-30,8,Positive,MobileApp,117
1381,14,1538,2024-10-01,3,Negative,WebBrowser,87
1382,6,350,2025-03-03,3,Negative,MobileApp,140
1383,10,945,2025-03-10,6,Neutral,MobileApp,81
1384,15,1084,2024-10-14,8,Positive,StreamMax,77
1385,1,543,2025-02-14,10,Positive,MobileApp,136
1386,3,1149,2024-07-22,9,Positive,WebBrowser,7
1387,15,858,2024-12-15,6,Neutral,WebBrowser,43
1388,6,1167,2024-08-23,6,Neutral,SmartTV,130
1389,13,1330,2024-10-13,5,Neutral,StreamMax,65
1390,9,115,2024-09-26,4,Negative,StreamMax,43
1391,15,1203,2024-11-29,7,Positive,MobileApp,23
1392,15,1163,2024-12-20,8,Positive,SmartTV,94
1393,6,1202,2025-02-08,6,Neutral,MobileApp,143
1394,5,22,2024-12-04,9,Positive,TabletApp,121
1395,2,990,2024-11-22,9,Positive,MobileApp,68
1396,11,605,2025-02-06,10,Positive,TabletApp,75
1397,15,1973,2025-04-01,4,Negative,MobileApp,78
1398,13,490,2024-10-23,5,Neutral,SmartTV,147
1399,13,213,2024-10-18,6,Neutral,StreamMax,56
1400,11,285,2025-03-21,9,Positive,StreamMax,97
1401,13,160,2025-03-15,9,Positive,StreamMax,54
1402,9,274,2024-09-13,6,Neutral,StreamMax,144
1403,7,142,2025-03-03,3,Negative,TabletApp,23
1404,10,1793,2025-04-13,6,Neutral,WebBrowser,79
1405,1,1823,2024-07-03,10,Positive,SmartTV,3
1406,10,81,2024-09-20,6,Neutral,StreamMax,98
1407,15,824,2024-12-20,10,Positive,StreamMax,60
1408,3,999,2025-04-02,10,Positive,StreamMax,79
1409,9,1096,2025-04-08,6,Neutral,SmartTV,28
1410,12,1809,2024-06-10,6,Neutral,MobileApp,123
1411,15,979,2025-01-13,5,Neutral,TabletApp,40
1412,1,697,2024-06-03,5,Neutral,MobileApp,140
1413,6,1134,2025-03-29,5,Neutral,MobileApp,24
1414,12,742,2024-06-07,9,Positive,WebBrowser,89
1415,4,1149,2025-01-23,5,Neutral,StreamMax,133
1416,5,243,2025-04-14,8,Positive,WebBrowser,22
1417,4,386,2025-01-21,2,Negative,MobileApp,88
1418,10,353,2024-12-10,3,Negative,SmartTV,50
1419,6,1425,2025-03-10,4,Negative,SmartTV,96
1420,2,900,2025-04-17,3,Negative,TabletApp,85
1421,13,130,2025-03-13,6,Neutral,SmartTV,95
1422,14,1031,2024-08-13,7,Positive,TabletApp,73
1423,7,934,2024-12-01,6,Neutral,SmartTV,80
1424,6,665,2025-04-25,10,Positive,StreamMax,119
1425,6,526,2024-07-11,10,Positive,SmartTV,148
1426,13,1879,2025-04-06,3,Negative,StreamMax,18
1427,13,1770,2024-07-09,5,Neutral,WebBrowser,45
1428,10,857,2024-07-29,3,Negative,SmartTV,142
1429,10,1490,2024-07-14,3,Negative,MobileApp,133
1430,11,406,2024-06-06,8,Positive,MobileApp,75
1431,11,918,2024-09-21,4,Negative,WebBrowser,5
1432,10,344,2024-09-30,4,Negative,WebBrowser,55
1433,6,1833,2025-01-16,6,Neutral,MobileApp,79
1434,11,1960,2025-04-17,8,Positive,SmartTV,99
1435,12,799,2025-01-29,7,Positive,WebBrowser,75
1436,10,364,2024-09-11,5,Neutral,StreamMax,57
1437,10,1472,2024-12-01,4,Negative,StreamMax,5
1438,4,1333,2025-03-16,7,Positive,MobileApp,136
1439,11,1209,2024-08-11,7,Positive,StreamMax,51
1440,8,1479,2024-10-05,6,Neutral,MobileApp,137
1441,14,161,2025-02-11,6,Neutral,TabletApp,93
1442,13,1253,2025-04-03,9,Positive,TabletApp,149
1443,3,1092,2025-01-31,8,Positive,StreamMax,31
1444,6,760,2025-02-16,7,Positive,SmartTV,20
1445,3,505,2025-01-10,10,Positive,SmartTV,75
1446,11,578,2025-03-17,10,Positive,WebBrowser,87
1447,8,797,2025-03-05,4,Negative,MobileApp,14
1448,11,1558,2024-10-19,8,Positive,MobileApp,108
1449,15,750,2025-02-25,3,Negative,TabletApp,8
1450,2,1371,2024-07-30,3,Negative,MobileApp,135
1451,7,30,2024-06-07,6,Neutral,WebBrowser,80
1452,15,152,2024-08-27,8,Positive,SmartTV,126
1453,11,500,2025-02-04,8,Positive,MobileApp,69
1454,10,1086,2024-11-26,5,Neutral,StreamMax,31
1455,2,1821,2024-07-08,10,Positive,StreamMax,147
1456,2,471,2024-12-19,5,Neutral,StreamMax,105
1457,4,895,2024-12-19,4,Negative,StreamMax,114
1458,7,1594,2025-03-13,4,Negative,MobileApp,29
1459,5,1353,2025-04-08,8,Positive,TabletApp,13
1460,15,1837,2025-02-15,4,Negative,MobileApp,93
1461,5,578,2024-07-14,8,Positive,WebBrowser,61
1462,14,448,2024-09-03,5,Neutral,SmartTV,124
1463,13,584,2025-03-05,9,Positive,TabletApp,67
1464,6,1055,2024-07-18,8,Positive,WebBrowser,140
1465,10,1741,2024-09-13,9,Positive,TabletApp,127
1466,7,307,2025-02-24,6,Neutral,WebBrowser,88
1467,3,1649,2025-03-11,6,Neutral,StreamMax,19
1468,10,685,2025-01-02,9,Positive,StreamMax,16
1469,6,899,2024-06-11,8,Positive,MobileApp,17
1470,5,827,2024-12-24,4,Negative,MobileApp,89
1471,11,440,2025-04-06,8,Positive,TabletApp,113
1472,10,677,2024-12-10,7,Positive,TabletApp,113
1473,11,1520,2025-01-14,3,Negative,WebBrowser,93
1474,4,289,2024-07-08,10,Positive,StreamMax,86
1475,8,1720,2024-11-07,4,Negative,SmartTV,13
1476,14,1681,2024-09-16,6,Neutral,StreamMax,138
1477,4,231,2024-09-08,6,Neutral,SmartTV,147
1478,13,1818,2025-02-13,5,Neutral,WebBrowser,22
1479,13,800,2024-12-30,8,Positive,MobileApp,17
1480,14,1999,2024-12-14,4,Negative,StreamMax,141
1481,10,1290,2024-06-20,10,Positive,TabletApp,83
1482,8,1687,2025-04-14,4,Negative,MobileApp,80
1483,8,1662,2025-01-29,7,Positive,StreamMax,132
1484,1,679,2024-07-12,2,Negative,SmartTV,102
1485,5,1960,2024-10-07,5,Neutral,StreamMax,103
1486,1,717,2025-03-08,4,Negative,StreamMax,18
1487,1,1299,2024-06-11,10,Positive,StreamMax,84
1488,4,1886,2024-10-31,2,Negative,TabletApp,59
1489,5,81,2024-09-19,4,Negative,TabletApp,36
1490,15,1955,2025-03-22,6,Neutral,MobileApp,25
1491,7,1335,2024-12-03,6,Neutral,WebBrowser,88
1492,11,1547,2024-12-25,10,Positive,StreamMax,46
1493,15,1053,2024-08-31,4,Negative,MobileApp,8
1494,4,1400,2025-02-03,3,Negative,WebBrowser,76
1495,13,333,2024-12-11,5,Neutral,MobileApp,62
1496,10,212,2024-08-28,6,Neutral,StreamMax,143
1497,10,437,2024-09-19,10,Positive,WebBrowser,119
1498,12,1311,2024-11-12,3,Negative,StreamMax,117
1499,3,1407,2024-12-22,8,Positive,StreamMax,80
1500,2,901,2024-12-10,8,Positive,StreamMax,21
1501,3,1750,2024-08-14,6,Neutral,TabletApp,93
1502,15,1178,2025-02-05,4,Negative,MobileApp,144
1503,2,75,2024-09-21,10,Positive,SmartTV,54
1504,10,1464,2024-11-10,4,Negative,StreamMax,99
1505,9,1209,2025-02-03,6,Neutral,WebBrowser,101
1506,14,628,2025-03-31,5,Neutral,TabletApp,81
1507,1,417,2025-01-27,10,Positive,StreamMax,78
1508,5,1507,2024-07-20,10,Positive,MobileApp,25
1509,7,732,2024-08-21,10,Positive,TabletApp,100
1510,13,654,2024-08-04,9,Positive,SmartTV,59
1511,5,479,2024-08-04,5,Neutral,TabletApp,137
1512,2,911,2024-09-04,8,Positive,MobileApp,44
1513,7,1560,2024-11-01,6,Neutral,StreamMax,114
1514,14,1127,2024-10-13,10,Positive,TabletApp,102
1515,13,1280,2024-11-12,3,Negative,SmartTV,71
1516,5,755,2024-12-07,10,Positive,SmartTV,53
1517,1,909,2024-11-08,10,Positive,TabletApp,42
1518,13,1611,2025-01-14,10,Positive,SmartTV,142
1519,14,1256,2024-07-10,3,Negative,TabletApp,16
1520,10,763,2025-03-13,4,Negative,MobileApp,30
1521,5,1430,2024-12-07,7,Positive,StreamMax,22
1522,5,1458,2024-11-01,3,Negative,TabletApp,63
1523,15,707,2025-02-05,10,Positive,MobileApp,143
1524,12,976,2024-11-14,5,Neutral,WebBrowser,30
1525,7,1141,2024-10-19,5,Neutral,WebBrowser,137
1526,10,699,2024-11-20,4,Negative,SmartTV,134
1527,3,1181,2024-08-24,5,Neutral,SmartTV,8
1528,1,749,2024-08-08,8,Positive,WebBrowser,109
1529,8,212,2025-01-12,3,Negative,WebBrowser,144
1530,4,1425,2024-07-16,6,Neutral,SmartTV,8
1531,5,1235,2024-09-02,8,Positive,MobileApp,65
1532,10,1391,2024-11-30,9,Positive,WebBrowser,86
1533,7,951,2024-06-14,8,Positive,WebBrowser,67
1534,14,1510,2025-04-14,5,Neutral,MobileApp,46
1535,1,359,2024-09-20,4,Negative,MobileApp,127
1536,4,773,2024-06-20,5,Neutral,SmartTV,133
1537,10,1507,2025-03-24,7,Positive,StreamMax,98
1538,9,98,2024-10-17,7,Positive,TabletApp,13
1539,6,27,2024-12-31,4,Negative,WebBrowser,57
