perf_id,movie_id,city,month,total_views,unique_viewers,avg_rating,revenue_usd,engagement_score
423,3,Toronto,2024-07,1034,664,7.7,5478.93,73.1
424,4,Toronto,2024-07,4555,3913,8.9,14756.44,68.7
425,5,Toronto,2024-07,7308,4744,7.5,30128.67,90.3
426,6,Toronto,2024-07,8800,5727,7.2,49397.03,67.6
427,7,Toronto,2024-07,6638,5924,7.0,33710.3,57.3
428,8,Toronto,2024-07,11699,8251,6.1,68032.51,76.8
429,9,Toronto,2024-07,11001,8061,5.6,41439.86,77.4
430,10,Toronto,2024-07,2534,2224,5.6,7783.94,50.2
431,11,Toronto,2024-07,11929,9163,7.4,18866.93,56.4
432,12,Toronto,2024-07,679,604,6.8,3466.26,56.3
433,13,Toronto,2024-07,516,412,9.0,1744.31,50.5
434,14,Toronto,2024-07,6406,5397,5.8,27304.09,73.1
435,15,Toronto,2024-07,6717,4633,5.6,31697.54,92.9
436,1,Berlin,2024-07,9843,5956,5.9,28010.73,95.1
437,2,Berlin,2024-07,5826,4142,4.7,9744.98,96.3
438,3,Berlin,2024-07,10498,8294,7.8,43941.69,53.2
439,4,Berlin,2024-07,5209,3302,8.2,24771.56,69.7
440,5,Berlin,2024-07,1891,1153,7.7,10029.38,82.7
441,6,Berlin,2024-07,3451,2378,6.7,11196.63,70.5
442,7,Berlin,2024-07,3456,3082,5.3,17738.5,70.6
443,8,Berlin,2024-07,7412,5524,6.0,15390.64,94.2
444,9,Berlin,2024-07,6305,4485,8.1,29258.23,47.2
445,10,Berlin,2024-07,10859,7277,5.6,56981.85,50.2
446,11,Berlin,2024-07,8998,7169,6.0,42214.82,80.9
447,12,Berlin,2024-07,1563,1373,7.5,2778.33,40.6
448,13,Berlin,2024-07,3696,2817,7.1,6932.51,43.6
449,14,Berlin,2024-07,11818,10000,9.2,30514.68,86.5
450,15,Berlin,2024-07,3475,2791,7.0,11276.22,46.2
451,1,Mumbai,2024-08,10796,8545,8.2,36636.22,44.7
452,2,Mumbai,2024-08,6666,4937,4.6,38912.4,64.2
453,3,Mumbai,2024-08,5305,3246,6.6,14586.83,94.9
454,4,Mumbai,2024-08,341,211,8.1,1444.42,97.1
455,5,Mumbai,2024-08,4893,3743,7.2,16204.39,83.2
456,6,Mumbai,2024-08,7724,5555,7.7,23924.67,78.4
457,7,Mumbai,2024-08,4026,3135,7.6,6104.91,74.5
458,8,Mumbai,2024-08,10903,8889,7.1,35370.19,45.0
459,9,Mumbai,2024-08,7212,5922,5.5,16939.2,91.6
460,10,Mumbai,2024-08,8788,7634,5.7,22772.38,63.2
461,11,Mumbai,2024-08,8958,6674,6.3,23257.8,90.6
462,12,Mumbai,2024-08,7688,6187,8.5,31238.54,91.3
463,13,Mumbai,2024-08,10053,8744,6.3,36330.91,88.2
464,14,Mumbai,2024-08,2702,1690,7.8,7435.51,74.6
465,15,Mumbai,2024-08,2163,1834,5.5,8212.38,42.2
466,1,Delhi,2024-08,6239,4258,8.9,33834.74,43.4
467,2,Delhi,2024-08,4047,3528,5.8,17947.13,54.6
468,3,Delhi,2024-08,2429,1571,7.5,5677.77,73.4
469,4,Delhi,2024-08,10281,8539,4.6,54604.47,49.7
470,5,Delhi,2024-08,4668,3043,7.6,22893.86,76.0
471,6,Delhi,2024-08,3563,2403,8.2,12180.66,96.9
472,7,Delhi,2024-08,3951,2999,5.1,16497.79,41.8
473,8,Delhi,2024-08,6279,3846,7.9,24550.49,48.2
474,9,Delhi,2024-08,7748,5754,7.8,19539.87,96.6
475,10,Delhi,2024-08,11445,7511,6.7,64533.15,59.0
476,11,Delhi,2024-08,10192,7800,7.4,35835.56,41.8
477,12,Delhi,2024-08,7269,4432,6.2,31751.27,87.9
478,13,Delhi,2024-08,7866,5991,7.6,38109.38,49.2
479,14,Delhi,2024-08,3131,2090,4.8,8745.13,56.8
480,15,Delhi,2024-08,4857,3239,5.2,17441.54,83.3
481,1,Bangalore,2024-08,14829,12217,8.5,84225.62,52.2
482,2,Bangalore,2024-08,3179,2132,7.7,11547.11,93.0
483,3,Bangalore,2024-08,7418,5593,6.2,17594.83,63.6
484,4,Bangalore,2024-08,11426,6916,7.8,66357.78,94.3
485,5,Bangalore,2024-08,6182,4833,4.8,9302.72,91.5
486,6,Bangalore,2024-08,10483,7074,6.1,38998.29,47.1
487,7,Bangalore,2024-08,9085,5901,8.7,51936.62,48.7
488,8,Bangalore,2024-08,6031,4135,5.2,31387.55,87.0
489,9,Bangalore,2024-08,10749,8223,5.7,35136.3,90.2
490,10,Bangalore,2024-08,9066,5748,7.5,51060.13,71.6
491,11,Bangalore,2024-08,7854,5454,7.4,32838.55,44.4
492,12,Bangalore,2024-08,3504,2118,5.1,6628.42,41.0
493,13,Bangalore,2024-08,2028,1439,7.4,12039.16,59.4
494,14,Bangalore,2024-08,11151,7681,7.1,32120.42,50.7
495,15,Bangalore,2024-08,2835,2041,6.8,9396.92,64.7
496,1,Hyderabad,2024-08,516,443,7.7,2072.59,72.6
497,2,Hyderabad,2024-08,5873,3566,7.5,28062.06,79.3
498,3,Hyderabad,2024-08,7744,4752,6.3,11935.92,96.6
499,4,Hyderabad,2024-08,5966,4608,6.9,26185.68,66.7
500,5,Hyderabad,2024-08,2365,1791,6.4,11892.22,53.6
501,6,Hyderabad,2024-08,11264,8180,7.7,23441.99,48.2
502,7,Hyderabad,2024-08,9802,7333,8.3,46757.36,42.6
503,8,Hyderabad,2024-08,1760,1231,7.3,4285.79,45.0
504,9,Hyderabad,2024-08,7499,5568,6.8,31693.73,54.8
505,10,Hyderabad,2024-08,6256,4145,8.6,24642.11,85.1
506,11,Hyderabad,2024-08,3382,2808,7.7,14464.81,50.1
507,12,Hyderabad,2024-08,1772,1155,4.5,3709.38,61.7
508,13,Hyderabad,2024-08,10502,6934,8.9,61910.33,83.1
509,14,Hyderabad,2024-08,698,505,5.4,2699.44,60.2
510,15,Hyderabad,2024-08,4508,3773,8.5,26424.56,55.9
511,1,Chennai,2024-08,6574,4846,4.7,12427.82,93.1
512,2,Chennai,2024-08,7020,4413,4.9,25229.53,69.0
513,3,Chennai,2024-08,2525,2225,6.3,6676.11,77.0
514,4,Chennai,2024-08,6931,5812,7.2,13333.93,96.7
515,5,Chennai,2024-08,8832,6668,5.5,13279.18,50.6
516,6,Chennai,2024-08,10520,9265,7.3,42389.14,63.0
517,7,Chennai,2024-08,10357,7416,5.3,19008.72,48.5
518,8,Chennai,2024-08,10036,8644,6.0,36505.22,65.9
519,9,Chennai,2024-08,8342,5658,8.6,36599.32,56.9
520,10,Chennai,2024-08,6582,4469,5.6,29721.56,53.3
521,11,Chennai,2024-08,597,375,8.0,3515.67,79.4
522,12,Chennai,2024-08,4529,3957,5.6,16853.21,73.9
523,13,Chennai,2024-08,11829,9666,7.9,42575.41,56.6
524,14,Chennai,2024-08,9095,7143,6.4,37928.59,51.3
525,15,Chennai,2024-08,1941,1300,4.7,6442.59,86.2
526,1,New York,2024-08,5542,4710,5.4,21195.61,78.2
527,2,New York,2024-08,2689,2242,8.3,5756.08,74.2
528,3,New York,2024-08,2916,2262,7.2,16050.82,78.3
529,4,New York,2024-08,11487,9661,4.7,63769.64,75.6
530,5,New York,2024-08,9293,7212,5.5,18207.64,65.7
531,6,New York,2024-08,1079,719,5.5,3574.25,64.4
532,7,New York,2024-08,11400,9010,9.0,31992.2,47.1
533,8,New York,2024-08,9025,7297,7.5,37836.59,40.4
534,9,New York,2024-08,7130,6181,6.3,30084.87,94.2
535,10,New York,2024-08,11318,8166,5.3,41927.32,49.5
536,11,New York,2024-08,6631,5800,5.7,22457.97,47.5
537,12,New York,2024-08,2538,1676,5.8,13945.14,96.4
538,13,New York,2024-08,1279,1081,5.8,4710.47,44.9
539,14,New York,2024-08,3671,2361,6.4,13498.0,51.0
540,15,New York,2024-08,402,307,8.8,837.42,76.9
541,1,Los Angeles,2024-08,4452,3021,6.6,25254.67,53.0
542,2,Los Angeles,2024-08,1962,1727,7.3,8473.49,87.9
543,3,Los Angeles,2024-08,6984,4301,7.5,11323.57,95.5
544,4,Los Angeles,2024-08,5393,4144,9.1,27289.63,66.9
545,5,Los Angeles,2024-08,471,387,7.5,2049.55,49.4
546,6,Los Angeles,2024-08,1893,1679,8.5,10903.03,94.5
547,7,Los Angeles,2024-08,4657,3290,5.3,12639.51,85.4
548,8,Los Angeles,2024-08,11536,7006,7.9,57396.74,54.5
549,9,Los Angeles,2024-08,10778,8551,5.1,45729.06,72.8
550,10,Los Angeles,2024-08,6679,5810,8.7,13670.56,59.8
551,11,Los Angeles,2024-08,3861,2502,7.9,14373.81,43.1
552,12,Los Angeles,2024-08,5866,5263,7.2,25703.67,43.9
553,13,Los Angeles,2024-08,3078,2420,4.8,8115.42,67.1
554,14,Los Angeles,2024-08,9129,7997,7.5,16408.6,73.7
555,15,Los Angeles,2024-08,4502,3476,7.4,26982.74,53.2
556,1,London,2024-08,3004,2390,8.7,5536.1,43.4
557,2,London,2024-08,1306,911,7.6,6430.26,58.5
558,3,London,2024-08,3954,3503,8.8,7021.3,47.5
559,4,London,2024-08,872,626,6.8,4817.98,67.4
560,5,London,2024-08,7887,6638,6.8,31669.41,95.0
561,6,London,2024-08,11918,10294,8.7,37878.08,80.2
562,7,London,2024-08,205,157,8.6,872.82,88.6
563,8,London,2024-08,9337,6278,5.0,45993.6,49.3
564,9,London,2024-08,5139,3722,6.0,20526.29,83.3
565,10,London,2024-08,2967,2075,9.0,14137.73,93.3
566,11,London,2024-08,1668,1064,7.9,7574.69,93.6
567,12,London,2024-08,2773,2317,8.1,4898.17,74.2
568,13,London,2024-08,7897,6550,8.2,32788.16,60.9
569,14,London,2024-08,8156,5740,6.1,15929.97,62.6
570,15,London,2024-08,5697,4132,4.6,9625.97,82.4
571,1,Tokyo,2024-08,10793,7898,7.4,50397.24,91.5
572,2,Tokyo,2024-08,10239,7173,6.7,29574.69,49.8
573,3,Tokyo,2024-08,6050,5323,6.7,13554.01,44.1
574,4,Tokyo,2024-08,1524,1111,7.1,4388.32,70.4
575,5,Tokyo,2024-08,10550,8689,8.5,60190.78,77.1
576,6,Tokyo,2024-08,7858,6083,6.3,20723.3,76.5
577,7,Tokyo,2024-08,1003,638,6.9,3620.77,69.5
578,8,Tokyo,2024-08,1277,798,7.2,4771.69,45.4
579,9,Tokyo,2024-08,6614,5761,4.8,25755.73,50.2
580,10,Tokyo,2024-08,5372,3841,6.5,25279.46,63.8
581,11,Tokyo,2024-08,2364,1801,9.2,9733.6,50.9
582,12,Tokyo,2024-08,7420,5672,4.6,29931.7,81.9
583,13,Tokyo,2024-08,6287,4379,8.6,20452.78,55.4
584,14,Tokyo,2024-08,9948,6380,8.9,32126.65,47.7
585,15,Tokyo,2024-08,5886,5247,5.7,26046.36,87.0
586,1,Sydney,2024-08,10864,9473,5.6,46720.21,47.0
587,2,Sydney,2024-08,11736,7085,4.7,47785.44,82.9
588,3,Sydney,2024-08,6970,5635,5.8,15006.22,62.3
589,4,Sydney,2024-08,11811,9189,9.0,18013.22,68.9
590,5,Sydney,2024-08,7600,4845,8.9,43654.19,60.7
591,6,Sydney,2024-08,4692,3051,6.7,14437.19,68.8
592,7,Sydney,2024-08,1688,1348,7.0,5086.36,75.2
593,8,Sydney,2024-08,9156,5986,7.8,41150.59,81.3
594,9,Sydney,2024-08,435,305,7.9,1996.26,95.3
595,10,Sydney,2024-08,1652,1082,4.7,3718.65,68.0
596,11,Sydney,2024-08,9196,6706,8.6,53598.98,89.3
597,12,Sydney,2024-08,1060,654,5.3,5683.56,72.8
598,13,Sydney,2024-08,3109,2599,4.7,11948.2,88.5
599,14,Sydney,2024-08,4027,2890,7.2,18141.23,84.0
600,15,Sydney,2024-08,1526,1171,5.4,4213.68,48.6
601,1,Paris,2024-08,4297,2810,6.2,18618.26,75.1
602,2,Paris,2024-08,9903,8092,4.7,50738.1,71.9
603,3,Paris,2024-08,11603,7123,7.1,20788.83,74.4
604,4,Paris,2024-08,2716,1906,6.7,16249.93,69.0
605,5,Paris,2024-08,6556,5380,7.5,26547.7,95.7
606,6,Paris,2024-08,10533,7596,8.4,58447.59,47.3
607,7,Paris,2024-08,9555,6206,6.6,18400.61,58.3
608,8,Paris,2024-08,2885,2254,7.6,13671.7,47.3
609,9,Paris,2024-08,6397,4469,9.1,22322.94,67.4
610,10,Paris,2024-08,7244,5648,7.9,11801.66,64.2
611,11,Paris,2024-08,6455,5148,7.6,30906.73,57.5
612,12,Paris,2024-08,990,630,8.8,2973.76,84.6
613,13,Paris,2024-08,8544,6965,5.8,43018.55,93.5
614,14,Paris,2024-08,2207,1421,9.0,10909.75,73.7
615,15,Paris,2024-08,7035,5814,4.6,15354.08,89.0
616,1,Dubai,2024-08,10293,8426,7.0,51660.93,76.1
617,2,Dubai,2024-08,3952,2689,9.0,15726.52,90.1
618,3,Dubai,2024-08,10359,7154,6.4,32348.74,59.4
619,4,Dubai,2024-08,11499,8253,5.3,26401.55,69.5
620,5,Dubai,2024-08,5879,4282,5.6,22789.19,69.3
621,6,Dubai,2024-08,1994,1742,6.4,6325.88,78.5
622,7,Dubai,2024-08,10685,8181,8.8,41518.61,86.9
623,8,Dubai,2024-08,5964,4871,4.7,35387.49,97.7
624,9,Dubai,2024-08,9427,6125,6.4,46932.48,55.6
625,10,Dubai,2024-08,4536,3682,6.6,26407.36,66.0
626,11,Dubai,2024-08,3124,2381,5.2,6620.51,76.4
627,12,Dubai,2024-08,4978,3515,7.3,17153.27,76.6
628,13,Dubai,2024-08,894,766,7.3,3906.66,63.7
629,14,Dubai,2024-08,8373,7046,8.9,18426.51,77.1
630,15,Dubai,2024-08,11011,6960,8.3,64136.84,48.5
631,1,Singapore,2024-08,806,609,5.7,4072.27,55.7
632,2,Singapore,2024-08,3023,2673,9.1,8288.65,85.1
633,3,Singapore,2024-08,5667,4825,5.6,33910.89,95.8
634,4,Singapore,2024-08,10773,9309,7.7,52568.29,52.5
635,5,Singapore,2024-08,9549,6745,4.7,53672.85,47.4
636,6,Singapore,2024-08,10946,9708,7.9,33506.81,44.9
637,7,Singapore,2024-08,10422,7580,8.8,31714.19,44.0
638,8,Singapore,2024-08,2938,2442,7.9,10918.37,74.0
639,9,Singapore,2024-08,8309,5975,5.6,22356.18,69.9
640,10,Singapore,2024-08,1826,1560,8.7,7377.02,95.6
641,11,Singapore,2024-08,6410,4532,7.2,10890.63,42.2
642,12,Singapore,2024-08,3347,2124,7.7,19866.31,52.7
643,13,Singapore,2024-08,9538,5773,7.2,19127.8,59.1
644,14,Singapore,2024-08,8593,6989,8.7,13061.97,45.1
645,15,Singapore,2024-08,2969,2332,6.8,14469.93,58.6
646,1,Toronto,2024-08,2033,1341,6.1,5068.32,94.2
647,2,Toronto,2024-08,1963,1438,5.6,8094.21,89.2
648,3,Toronto,2024-08,267,228,6.5,1457.11,97.2
649,4,Toronto,2024-08,7472,4885,7.9,16124.67,77.5
650,5,Toronto,2024-08,2371,2131,7.6,8064.59,47.9
651,6,Toronto,2024-08,3347,2922,8.5,17204.63,95.9
652,7,Toronto,2024-08,8064,6020,4.8,45734.25,90.4
653,8,Toronto,2024-08,449,295,4.6,1098.17,92.3
654,9,Toronto,2024-08,4725,3499,6.9,24723.68,67.1
655,10,Toronto,2024-08,8174,6113,5.8,14129.63,64.9
656,11,Toronto,2024-08,3961,2505,4.6,12122.33,98.0
657,12,Toronto,2024-08,4511,4048,6.6,22316.08,63.6
658,13,Toronto,2024-08,11951,9225,7.3,47397.68,82.9
659,14,Toronto,2024-08,6122,5310,8.6,36693.11,87.5
660,15,Toronto,2024-08,11821,9165,6.0,62582.09,74.4
661,1,Berlin,2024-08,8299,6150,6.0,46482.72,43.2
662,2,Berlin,2024-08,8143,6887,6.8,38870.1,54.4
663,3,Berlin,2024-08,795,577,8.9,3367.24,74.1
664,4,Berlin,2024-08,2170,1866,7.2,5516.77,80.0
665,5,Berlin,2024-08,8981,7602,6.6,26923.33,53.8
666,6,Berlin,2024-08,2420,2074,5.0,12379.73,63.6
667,7,Berlin,2024-08,7063,5289,6.0,10979.93,42.1
668,8,Berlin,2024-08,10643,9570,5.7,29881.12,65.4
669,9,Berlin,2024-08,10474,7832,4.9,17652.99,44.2
670,10,Berlin,2024-08,10970,8033,5.2,60137.83,57.7
671,11,Berlin,2024-08,4614,3671,7.1,24883.61,83.1
672,12,Berlin,2024-08,3453,3097,6.1,13490.06,96.5
673,13,Berlin,2024-08,11564,9930,8.2,60036.0,82.7
674,14,Berlin,2024-08,10747,7724,9.0,32039.0,64.1
675,15,Berlin,2024-08,8318,7237,5.7,40796.0,76.3
676,1,Mumbai,2024-09,1772,1592,6.3,10191.79,49.5
677,2,Mumbai,2024-09,1158,1030,6.3,4584.46,62.3
678,3,Mumbai,2024-09,2392,2099,5.9,12916.02,68.1
679,4,Mumbai,2024-09,7060,4591,4.7,42158.96,82.1
680,5,Mumbai,2024-09,5547,4826,8.7,11120.89,87.8
681,6,Mumbai,2024-09,11205,7452,5.9,52388.29,41.1
682,7,Mumbai,2024-09,3425,2338,5.8,17298.14,57.8
683,8,Mumbai,2024-09,6878,4240,8.8,40973.99,81.7
684,9,Mumbai,2024-09,8176,6901,5.0,38293.27,50.3
685,10,Mumbai,2024-09,1359,929,6.0,8056.24,57.5
686,11,Mumbai,2024-09,11489,8191,8.1,34717.28,48.5
687,12,Mumbai,2024-09,1089,968,6.3,2074.76,61.7
688,13,Mumbai,2024-09,11379,7066,5.3,56015.89,58.1
689,14,Mumbai,2024-09,1668,1231,5.0,5636.86,84.4
690,15,Mumbai,2024-09,8946,7226,9.2,21525.66,74.4
691,1,Delhi,2024-09,5614,3974,4.8,16684.57,85.4
692,2,Delhi,2024-09,5494,4765,5.0,26801.1,52.7
693,3,Delhi,2024-09,1358,1039,8.7,7119.03,77.4
694,4,Delhi,2024-09,4733,3166,8.9,26455.02,97.3
695,5,Delhi,2024-09,1355,911,7.5,7047.65,40.9
696,6,Delhi,2024-09,10242,8946,6.3,24456.77,59.6
697,7,Delhi,2024-09,8034,5216,8.5,28545.96,87.2
698,8,Delhi,2024-09,4710,3718,4.9,20367.37,94.4
699,9,Delhi,2024-09,8137,5260,6.9,43860.75,68.0
700,10,Delhi,2024-09,5280,3434,6.1,11853.28,50.8
701,11,Delhi,2024-09,9999,6855,7.2,30830.86,52.0
702,12,Delhi,2024-09,3440,2523,4.7,10708.18,64.6
703,13,Delhi,2024-09,5178,3860,6.0,18502.58,53.9
704,14,Delhi,2024-09,1211,869,8.4,2219.95,46.2
705,15,Delhi,2024-09,8202,6990,5.4,16588.84,86.8
706,1,Bangalore,2024-09,14777,11491,8.4,35874.33,45.4
707,2,Bangalore,2024-09,8984,7759,9.1,34944.41,57.0
708,3,Bangalore,2024-09,4430,3240,6.2,9561.84,84.6
709,4,Bangalore,2024-09,8029,6749,6.2,44195.54,40.5
710,5,Bangalore,2024-09,9858,6634,5.6,28215.41,93.3
711,6,Bangalore,2024-09,1696,1223,7.9,3350.05,68.7
712,7,Bangalore,2024-09,3526,3117,6.9,18982.61,40.2
713,8,Bangalore,2024-09,2224,1499,6.9,7825.88,91.3
714,9,Bangalore,2024-09,6378,5295,6.9,12382.25,68.2
715,10,Bangalore,2024-09,11408,8951,7.2,25428.98,43.8
716,11,Bangalore,2024-09,10953,9211,8.9,39224.2,69.4
717,12,Bangalore,2024-09,2660,1943,7.8,7584.85,61.6
718,13,Bangalore,2024-09,11188,7406,7.1,63152.49,95.1
719,14,Bangalore,2024-09,4103,3022,5.1,23763.62,58.0
720,15,Bangalore,2024-09,6025,3837,5.7,15694.75,68.3
721,1,Hyderabad,2024-09,6818,5049,4.6,13365.99,68.3
722,2,Hyderabad,2024-09,7113,5735,9.2,36112.35,74.7
723,3,Hyderabad,2024-09,3928,3173,5.8,22729.45,77.0
724,4,Hyderabad,2024-09,938,633,4.7,5349.64,88.7
725,5,Hyderabad,2024-09,3539,2770,8.3,12497.72,78.7
726,6,Hyderabad,2024-09,1838,1531,7.9,10201.87,93.8
727,7,Hyderabad,2024-09,1808,1527,6.7,10726.64,44.4
728,8,Hyderabad,2024-09,2931,2461,6.2,10066.25,79.7
729,9,Hyderabad,2024-09,8262,5460,7.7,39063.09,82.5
730,10,Hyderabad,2024-09,4080,3077,5.1,8569.94,90.2
731,11,Hyderabad,2024-09,1657,995,7.6,8341.2,87.5
732,12,Hyderabad,2024-09,1433,1086,8.9,8212.88,91.4
733,13,Hyderabad,2024-09,3826,3100,6.3,18882.34,67.3
734,14,Hyderabad,2024-09,10749,8435,6.5,59819.42,73.8
735,15,Hyderabad,2024-09,6210,4602,7.0,19762.98,70.4
736,1,Chennai,2024-09,1623,1133,8.6,9143.32,64.8
737,2,Chennai,2024-09,5315,3761,8.1,22467.47,95.2
738,3,Chennai,2024-09,11173,7621,7.1,45652.37,59.4
739,4,Chennai,2024-09,871,621,8.1,2021.24,72.1
740,5,Chennai,2024-09,11819,10598,4.7,18971.09,80.8
741,6,Chennai,2024-09,3437,2496,8.0,13889.96,80.4
742,7,Chennai,2024-09,11034,9923,8.4,62826.48,59.9
743,8,Chennai,2024-09,6801,5149,8.0,15820.36,72.7
744,9,Chennai,2024-09,10860,8218,5.0,21458.92,92.7
745,10,Chennai,2024-09,581,436,4.8,1514.57,42.5
746,11,Chennai,2024-09,5608,4712,6.6,20233.39,68.5
747,12,Chennai,2024-09,5087,3413,7.6,27788.28,74.5
748,13,Chennai,2024-09,1437,1267,6.6,8576.21,85.7
749,14,Chennai,2024-09,5546,4922,8.2,16702.53,69.2
750,15,Chennai,2024-09,445,381,7.7,2474.53,56.3
751,1,New York,2024-09,5875,5040,4.9,23233.66,46.7
752,2,New York,2024-09,4255,3778,6.4,22900.49,58.8
753,3,New York,2024-09,1910,1479,4.9,9113.12,62.3
754,4,New York,2024-09,2733,2135,8.7,13355.49,67.1
755,5,New York,2024-09,11017,6611,8.8,57823.71,51.5
756,6,New York,2024-09,2166,1615,5.7,4725.51,87.8
757,7,New York,2024-09,9328,6294,6.7,45731.5,59.8
758,8,New York,2024-09,601,451,6.8,2772.09,54.1
759,9,New York,2024-09,925,566,7.6,4486.41,60.2
760,10,New York,2024-09,2896,2320,8.1,11817.72,48.4
761,11,New York,2024-09,7121,6237,5.8,15690.59,69.7
762,12,New York,2024-09,4467,3193,8.4,15104.61,63.0
763,13,New York,2024-09,7828,5833,4.8,23766.18,91.1
764,14,New York,2024-09,717,589,6.8,3329.03,59.7
765,15,New York,2024-09,11414,9296,6.6,49473.66,69.1
766,1,Los Angeles,2024-09,554,338,7.8,2872.91,85.6
767,2,Los Angeles,2024-09,10286,7732,6.0,50562.26,58.9
768,3,Los Angeles,2024-09,4660,2872,6.7,23295.63,43.1
769,4,Los Angeles,2024-09,6333,4109,8.7,28313.04,77.3
770,5,Los Angeles,2024-09,4252,2989,9.1,19878.3,90.8
771,6,Los Angeles,2024-09,4116,3444,8.1,23237.98,97.6
772,7,Los Angeles,2024-09,1789,1343,6.2,4530.49,56.7
773,8,Los Angeles,2024-09,2592,1633,8.7,14484.87,52.4
774,9,Los Angeles,2024-09,8587,6231,5.0,27429.37,44.1
775,10,Los Angeles,2024-09,3871,2935,7.2,10101.82,64.1
776,11,Los Angeles,2024-09,5388,3977,6.5,8436.34,91.5
777,12,Los Angeles,2024-09,7300,5178,7.1,20955.02,60.2
778,13,Los Angeles,2024-09,5853,4584,8.4,34017.9,41.4
779,14,Los Angeles,2024-09,7185,5418,5.7,39842.92,85.2
780,15,Los Angeles,2024-09,5487,4479,8.0,9591.53,55.0
781,1,London,2024-09,3052,2331,8.2,4985.95,42.2
782,2,London,2024-09,8372,6441,5.6,37412.89,69.5
783,3,London,2024-09,10211,8363,7.8,37802.47,78.4
784,4,London,2024-09,919,776,6.7,3301.35,76.1
785,5,London,2024-09,8469,6982,6.3,49213.53,65.5
786,6,London,2024-09,10090,6848,7.1,23281.71,44.1
787,7,London,2024-09,4574,2813,6.9,19171.61,83.8
788,8,London,2024-09,3217,2729,7.3,11678.15,73.9
789,9,London,2024-09,11968,8020,5.6,38005.57,84.8
790,10,London,2024-09,6404,5323,7.1,32413.23,68.6
791,11,London,2024-09,11096,8419,8.5,59996.24,93.8
792,12,London,2024-09,4830,3368,7.9,27670.39,72.8
793,13,London,2024-09,8878,6880,4.7,50864.29,55.2
794,14,London,2024-09,5381,4745,7.0,20370.33,61.3
795,15,London,2024-09,2680,1625,6.2,12940.53,93.9
796,1,Tokyo,2024-09,8816,5474,8.5,17229.2,53.5
797,2,Tokyo,2024-09,4547,3334,5.9,24075.3,52.4
798,3,Tokyo,2024-09,3772,3141,8.9,10139.84,97.2
799,4,Tokyo,2024-09,1843,1622,4.9,4030.9,82.9
800,5,Tokyo,2024-09,1415,1187,6.3,6885.83,77.2
801,6,Tokyo,2024-09,4470,3314,8.8,17636.25,55.7
802,7,Tokyo,2024-09,11261,9035,5.1,38556.05,88.4
803,8,Tokyo,2024-09,6286,4458,7.2,9541.01,75.1
804,9,Tokyo,2024-09,5911,4579,8.1,18995.87,92.7
805,10,Tokyo,2024-09,11250,8409,7.0,52271.75,64.0
806,11,Tokyo,2024-09,4364,2627,6.5,18733.39,55.4
807,12,Tokyo,2024-09,5680,4254,7.0,14635.49,63.2
808,13,Tokyo,2024-09,8802,7210,5.2,41589.39,80.3
809,14,Tokyo,2024-09,3729,2285,7.2,7979.96,49.7
810,15,Tokyo,2024-09,6033,5055,8.9,18849.25,72.4
811,1,Sydney,2024-09,8431,6067,7.4,33667.22,75.9
812,2,Sydney,2024-09,1815,1293,9.1,8250.84,80.7
813,3,Sydney,2024-09,5966,4125,5.5,29167.11,54.4
814,4,Sydney,2024-09,4280,3276,5.3,15159.49,96.4
815,5,Sydney,2024-09,294,189,6.8,665.87,45.7
816,6,Sydney,2024-09,1983,1398,8.2,3017.3,72.9
817,7,Sydney,2024-09,11995,10538,7.3,51283.1,46.3
818,8,Sydney,2024-09,2564,2255,7.3,4488.61,53.1
819,9,Sydney,2024-09,2234,1896,6.9,5477.55,46.8
820,10,Sydney,2024-09,6751,6073,7.0,35048.49,40.9
821,11,Sydney,2024-09,9253,7695,5.3,47179.78,79.9
822,12,Sydney,2024-09,1760,1141,5.2,4463.53,96.6
823,13,Sydney,2024-09,586,458,7.0,3138.93,45.4
824,14,Sydney,2024-09,6963,5357,9.1,26366.13,90.0
825,15,Sydney,2024-09,8857,7059,8.8,45056.92,70.7
826,1,Paris,2024-09,5075,3578,6.3,10866.32,80.5
827,2,Paris,2024-09,6983,5706,7.6,10686.1,67.4
828,3,Paris,2024-09,7270,6044,5.3,25749.57,73.6
829,4,Paris,2024-09,11474,8651,4.7,61652.55,67.5
830,5,Paris,2024-09,6629,4256,6.4,29787.09,80.2
831,6,Paris,2024-09,1946,1254,7.3,3872.81,72.8
832,7,Paris,2024-09,6986,5400,7.6,38099.9,83.0
833,8,Paris,2024-09,5876,3666,8.1,32722.61,71.7
834,9,Paris,2024-09,11076,6827,5.0,66240.81,65.4
835,10,Paris,2024-09,7288,5534,7.3,33223.84,97.3
836,11,Paris,2024-09,2994,2562,6.0,14119.32,49.5
837,12,Paris,2024-09,11359,8904,9.0,56437.64,79.0
838,13,Paris,2024-09,11654,10212,8.8,47575.7,74.6
839,14,Paris,2024-09,11876,7455,9.1,45246.74,42.7
840,15,Paris,2024-09,591,366,7.6,1718.33,42.3
841,1,Dubai,2024-09,5389,4113,7.3,17986.45,49.4
842,2,Dubai,2024-09,1035,799,6.2,1632.66,51.8
843,3,Dubai,2024-09,5486,4091,7.5,18562.09,85.0
844,4,Dubai,2024-09,10832,7680,8.1,62245.32,51.2
845,5,Dubai,2024-09,4555,3368,6.1,12558.35,61.3
846,6,Dubai,2024-09,280,211,7.0,1079.74,85.7
