activity_id,viewer_id,movie_id,watch_date,platform,watch_duration_min,completion_rate,rewatched,device_type
4385,1201,3,2024-06-11,TabletApp,38,0.32,0,Mobile
4386,1596,8,2024-07-02,StreamMax,68,0.61,0,TV
4387,355,14,2024-06-16,StreamMax,57,0.5,0,Tablet
4388,1819,3,2024-10-14,StreamMax,34,0.36,0,TV
4389,424,9,2024-07-09,SmartTV,42,0.32,0,Desktop
4390,1491,1,2025-02-23,SmartTV,104,0.66,0,Tablet
4391,882,1,2025-01-14,StreamMax,130,0.98,0,TV
4392,708,7,2024-07-07,TabletApp,47,0.53,0,TV
4393,1908,10,2025-01-21,StreamMax,67,0.63,0,Desktop
4394,236,7,2024-07-24,StreamMax,100,0.98,0,Tablet
4395,1485,1,2025-01-28,MobileApp,106,0.89,0,Desktop
4396,74,3,2024-12-19,SmartTV,52,0.37,0,TV
4397,1789,14,2025-02-11,SmartTV,55,0.43,0,Mobile
4398,1023,6,2024-07-09,WebBrowser,37,0.43,0,Mobile
4399,628,7,2024-11-12,SmartTV,95,0.87,1,Tablet
4400,71,10,2025-04-09,SmartTV,62,0.6,0,Desktop
4401,835,12,2024-06-20,TabletApp,32,0.37,0,Desktop
4402,1707,11,2025-03-30,StreamMax,120,0.99,0,Mobile
4403,1473,1,2025-04-16,TabletApp,63,0.62,0,Desktop
4404,917,7,2024-11-04,TabletApp,105,0.81,1,TV
4405,1640,8,2024-11-30,SmartTV,54,0.49,0,Mobile
4406,874,1,2024-10-12,WebBrowser,99,0.64,0,Tablet
4407,1832,12,2024-10-21,StreamMax,66,0.68,0,Desktop
4408,1495,8,2024-08-09,MobileApp,116,0.79,1,Desktop
4409,873,1,2025-02-08,MobileApp,97,0.63,0,Tablet
4410,137,6,2024-06-06,MobileApp,99,0.65,0,Mobile
4411,1623,6,2024-09-23,MobileApp,72,0.74,0,Mobile
4412,931,15,2025-03-23,MobileApp,46,0.42,0,Tablet
4413,1456,1,2024-12-16,MobileApp,44,0.31,0,TV
4414,1392,10,2024-08-11,StreamMax,79,0.57,1,Tablet
4415,867,14,2024-07-27,TabletApp,88,0.98,0,Desktop
4416,1521,8,2025-03-18,WebBrowser,64,0.43,1,Desktop
4417,43,10,2025-02-26,MobileApp,67,0.59,1,TV
4418,801,1,2024-12-25,SmartTV,57,0.65,0,Mobile
4419,696,8,2024-06-25,TabletApp,73,0.78,0,Tablet
4420,383,8,2024-12-02,StreamMax,50,0.33,0,TV
4421,1901,14,2024-10-30,TabletApp,50,0.52,0,TV
4422,1729,11,2024-08-04,StreamMax,67,0.48,0,TV
4423,369,1,2025-04-02,WebBrowser,68,0.74,0,Mobile
4424,1034,11,2024-07-27,TabletApp,104,0.82,1,Desktop
4425,1069,5,2024-10-13,MobileApp,86,0.73,1,Mobile
4426,572,6,2025-03-16,StreamMax,87,0.88,0,Tablet
4427,761,6,2024-06-12,SmartTV,91,0.98,0,Tablet
4428,1784,4,2024-09-10,SmartTV,82,0.82,1,TV
4429,1362,8,2024-08-07,StreamMax,119,0.93,0,Desktop
4430,807,12,2024-06-19,MobileApp,89,0.94,0,TV
4431,906,7,2024-12-02,SmartTV,136,0.92,1,TV
4432,1820,14,2024-11-09,SmartTV,70,0.47,0,Desktop
4433,1062,6,2024-07-24,TabletApp,61,0.42,0,Mobile
4434,1106,2,2024-07-16,StreamMax,91,0.9,0,Desktop
4435,12,11,2025-02-13,SmartTV,48,0.41,1,Tablet
4436,1404,1,2025-04-11,SmartTV,47,0.32,0,TV
4437,821,1,2025-01-03,SmartTV,89,0.65,0,Mobile
4438,1606,3,2025-03-30,StreamMax,69,0.5,0,Desktop
4439,346,1,2025-01-25,MobileApp,112,0.78,0,Mobile
4440,1599,4,2025-04-28,MobileApp,78,0.85,0,Mobile
4441,369,10,2025-02-23,SmartTV,105,0.75,0,Desktop
4442,1449,14,2025-02-27,TabletApp,97,0.71,0,Tablet
4443,1790,14,2025-04-16,MobileApp,80,0.7,0,Tablet
4444,722,15,2024-09-06,TabletApp,87,0.91,0,Desktop
4445,1140,7,2025-01-12,SmartTV,74,0.59,0,Desktop
4446,1574,9,2025-01-12,StreamMax,126,0.93,0,Mobile
4447,898,7,2024-11-21,TabletApp,67,0.46,0,Tablet
4448,215,10,2025-02-26,MobileApp,96,0.8,0,Mobile
4449,585,1,2025-03-31,TabletApp,63,0.42,1,TV
4450,416,1,2025-03-26,MobileApp,33,0.35,0,Tablet
4451,1506,6,2024-06-03,StreamMax,121,0.87,0,Tablet
4452,875,14,2024-11-10,TabletApp,94,0.65,0,TV
4453,757,1,2025-01-02,TabletApp,57,0.55,0,TV
4454,1308,2,2024-06-22,SmartTV,93,0.74,0,Mobile
4455,1805,9,2025-03-22,TabletApp,77,0.69,1,Desktop
4456,773,10,2024-12-17,TabletApp,64,0.72,0,TV
4457,1088,3,2024-12-18,TabletApp,105,1.0,0,TV
4458,376,15,2025-03-12,StreamMax,92,0.8,0,Desktop
4459,35,1,2025-01-25,TabletApp,92,0.92,0,TV
4460,1426,10,2025-02-10,StreamMax,59,0.66,0,Desktop
4461,489,14,2024-10-20,MobileApp,84,0.87,0,Desktop
4462,1323,8,2024-10-07,TabletApp,53,0.54,0,Tablet
4463,222,8,2024-11-03,MobileApp,96,0.76,1,Mobile
4464,1874,6,2024-11-05,StreamMax,48,0.46,1,TV
4465,122,12,2025-04-29,WebBrowser,76,0.8,0,Tablet
4466,682,6,2024-11-19,MobileApp,38,0.3,1,TV
4467,1860,6,2025-04-23,StreamMax,101,0.74,0,Tablet
4468,428,13,2024-09-20,SmartTV,96,1.0,0,TV
4469,174,6,2024-11-30,WebBrowser,83,0.84,0,Desktop
4470,895,8,2024-12-30,TabletApp,98,0.8,1,Desktop
4471,542,15,2024-10-02,SmartTV,92,0.59,0,Desktop
4472,1396,10,2024-12-03,MobileApp,121,0.82,0,Tablet
4473,1783,1,2025-03-05,TabletApp,76,0.77,0,Mobile
4474,124,14,2024-07-02,SmartTV,94,0.88,0,Desktop
4475,1387,14,2024-11-16,MobileApp,134,0.95,0,Desktop
4476,1975,8,2025-03-13,WebBrowser,93,0.63,0,Mobile
4477,610,1,2025-01-28,SmartTV,102,0.83,0,Desktop
4478,1350,6,2024-06-04,MobileApp,132,0.85,0,TV
4479,1321,11,2025-01-07,TabletApp,107,0.97,0,Tablet
4480,796,6,2024-08-31,SmartTV,74,0.62,0,TV
4481,1596,1,2024-11-04,TabletApp,116,0.98,0,TV
4482,818,3,2024-10-31,MobileApp,80,0.74,0,TV
4483,680,6,2024-10-10,WebBrowser,138,0.92,0,Desktop
4484,1572,8,2024-06-06,WebBrowser,51,0.35,0,Desktop
4485,128,12,2024-10-18,TabletApp,137,0.9,0,Desktop
4486,1064,13,2025-01-17,TabletApp,45,0.34,0,TV
4487,270,2,2025-03-26,MobileApp,107,0.73,0,TV
4488,1736,3,2024-08-30,MobileApp,81,0.86,0,TV
4489,1097,12,2024-06-04,TabletApp,72,0.51,0,Mobile
4490,925,7,2024-12-23,MobileApp,52,0.44,0,TV
4491,954,6,2024-07-24,TabletApp,55,0.38,0,Tablet
4492,1100,11,2024-07-14,StreamMax,75,0.54,1,Tablet
4493,1517,1,2025-02-06,StreamMax,66,0.45,0,Tablet
4494,598,2,2024-06-11,StreamMax,90,0.79,0,Mobile
4495,851,5,2024-08-01,WebBrowser,76,0.6,0,Tablet
4496,1890,6,2024-12-19,TabletApp,40,0.42,0,TV
4497,1995,6,2025-04-19,SmartTV,76,0.74,0,Tablet
4498,1407,6,2025-01-20,StreamMax,53,0.37,0,TV
4499,289,6,2024-11-18,MobileApp,83,0.62,0,TV
4500,1224,15,2025-02-13,TabletApp,30,0.34,0,Mobile
4501,905,2,2024-10-01,MobileApp,58,0.48,1,Tablet
4502,1676,12,2024-07-20,SmartTV,128,0.97,0,Desktop
4503,1943,13,2024-07-04,StreamMax,89,0.69,0,Mobile
4504,54,6,2025-01-09,TabletApp,88,0.62,0,Mobile
4505,1625,2,2024-12-18,SmartTV,117,0.93,0,Desktop
4506,1823,2,2024-10-30,StreamMax,52,0.41,1,TV
4507,1423,2,2024-08-29,StreamMax,86,0.87,0,TV
4508,1430,14,2024-12-24,SmartTV,59,0.62,0,TV
4509,1563,12,2025-01-16,StreamMax,73,0.63,0,Tablet
4510,878,1,2025-02-28,SmartTV,79,0.76,0,Desktop
4511,1842,1,2024-10-15,SmartTV,57,0.45,0,Desktop
4512,1792,11,2025-01-28,MobileApp,111,0.73,0,Tablet
4513,1296,2,2024-11-01,SmartTV,125,0.99,1,Mobile
4514,827,1,2024-09-08,MobileApp,123,0.85,0,Mobile
4515,1454,5,2024-06-12,MobileApp,61,0.49,0,Desktop
4516,184,10,2025-04-11,WebBrowser,107,0.88,0,Desktop
4517,1622,8,2025-04-19,TabletApp,77,0.54,0,Desktop
4518,1186,1,2024-09-15,StreamMax,40,0.39,0,Mobile
4519,310,2,2025-03-31,TabletApp,81,0.73,0,Mobile
4520,1821,1,2024-06-02,TabletApp,130,0.97,0,TV
4521,873,6,2024-07-11,WebBrowser,57,0.6,0,Desktop
4522,1490,1,2025-02-11,WebBrowser,95,0.78,0,Mobile
4523,1575,11,2024-09-11,MobileApp,46,0.38,1,Tablet
4524,733,1,2025-02-08,StreamMax,53,0.48,0,Mobile
4525,705,1,2024-10-15,TabletApp,75,0.73,0,Tablet
4526,1984,8,2024-07-26,TabletApp,67,0.72,1,Desktop
4527,135,5,2025-02-06,TabletApp,96,0.75,0,TV
4528,620,15,2025-03-05,StreamMax,102,0.74,1,Mobile
4529,153,13,2025-01-02,StreamMax,78,0.88,0,TV
4530,1688,14,2024-09-19,StreamMax,139,0.99,0,TV
4531,614,2,2024-12-04,SmartTV,83,0.74,1,Tablet
4532,121,2,2024-06-02,StreamMax,126,0.9,1,TV
4533,413,2,2025-04-19,SmartTV,90,0.99,0,TV
4534,1526,15,2024-08-28,TabletApp,149,0.95,0,Mobile
4535,616,13,2025-04-02,WebBrowser,78,0.65,0,TV
4536,200,3,2024-12-25,MobileApp,79,0.7,0,Mobile
4537,1828,12,2025-04-23,StreamMax,115,0.92,0,Desktop
4538,1161,5,2024-07-21,TabletApp,87,0.74,0,Mobile
4539,1668,10,2024-12-22,TabletApp,59,0.65,1,TV
4540,1040,1,2024-11-18,TabletApp,122,0.9,1,Mobile
4541,388,3,2025-04-07,StreamMax,42,0.48,1,Desktop
4542,1868,3,2025-03-04,WebBrowser,113,0.88,0,Desktop
4543,1678,8,2025-03-06,StreamMax,49,0.33,0,Tablet
4544,170,2,2024-08-18,TabletApp,53,0.34,0,TV
4545,421,7,2024-07-02,WebBrowser,95,0.62,1,Mobile
4546,525,11,2024-06-12,StreamMax,106,0.81,1,Mobile
4547,1523,3,2024-07-07,WebBrowser,82,0.69,0,Mobile
4548,1984,1,2024-10-20,MobileApp,55,0.55,0,TV
4549,213,6,2024-06-05,SmartTV,112,0.91,0,TV
4550,1434,13,2025-03-20,SmartTV,73,0.57,0,TV
4551,1919,3,2024-08-19,WebBrowser,119,0.76,0,Mobile
4552,1355,8,2024-08-06,TabletApp,40,0.38,0,Tablet
4553,225,11,2024-07-27,TabletApp,46,0.37,1,Desktop
4554,1441,2,2024-06-20,MobileApp,94,0.72,1,Tablet
4555,270,12,2024-08-03,TabletApp,79,0.57,0,Mobile
4556,1732,14,2025-04-23,StreamMax,32,0.34,0,Desktop
4557,1426,2,2024-06-12,TabletApp,56,0.39,1,TV
4558,1282,15,2024-12-17,MobileApp,90,0.76,0,Desktop
4559,630,5,2024-07-21,SmartTV,64,0.51,0,Desktop
4560,1035,1,2024-06-12,SmartTV,45,0.48,1,Mobile
4561,1257,4,2024-12-06,MobileApp,37,0.31,0,Mobile
4562,474,6,2024-12-21,WebBrowser,59,0.41,0,Mobile
4563,1005,10,2024-09-03,StreamMax,64,0.63,1,TV
4564,1877,8,2024-11-27,StreamMax,125,0.82,0,TV
4565,639,1,2025-03-31,MobileApp,74,0.55,0,TV
4566,651,2,2024-08-11,MobileApp,59,0.4,0,TV
4567,1592,1,2025-02-24,TabletApp,69,0.64,0,Desktop
4568,318,1,2025-04-13,MobileApp,51,0.35,0,Mobile
4569,500,8,2024-10-13,SmartTV,50,0.4,1,Mobile
4570,501,15,2024-07-25,MobileApp,68,0.5,0,Desktop
4571,124,1,2025-01-09,StreamMax,40,0.45,0,Mobile
4572,620,3,2024-11-05,MobileApp,53,0.43,0,Tablet
4573,1792,6,2024-06-15,SmartTV,132,0.98,0,Desktop
4574,1826,10,2025-01-31,MobileApp,89,0.98,0,TV
4575,819,8,2025-04-15,TabletApp,140,0.95,0,Tablet
4576,720,10,2024-12-24,SmartTV,110,0.77,0,Desktop
4577,1750,4,2025-01-16,TabletApp,97,0.78,0,Tablet
4578,916,1,2025-03-14,StreamMax,53,0.59,0,Mobile
4579,579,8,2025-02-11,MobileApp,69,0.52,0,Mobile
4580,1812,1,2025-02-03,SmartTV,77,0.87,0,TV
4581,1485,14,2024-09-23,MobileApp,48,0.46,0,Mobile
4582,476,11,2024-09-17,WebBrowser,36,0.38,1,Tablet
4583,630,3,2024-12-29,WebBrowser,66,0.71,0,TV
4584,1622,14,2024-07-27,TabletApp,57,0.38,1,Desktop
4585,123,2,2024-09-09,SmartTV,83,0.65,1,Tablet
4586,824,1,2025-02-21,SmartTV,114,0.91,0,TV
4587,1518,10,2025-03-25,StreamMax,130,0.9,1,Tablet
4588,1018,8,2024-11-25,StreamMax,140,0.91,0,Tablet
4589,139,8,2025-02-10,SmartTV,85,0.67,0,Desktop
4590,1691,10,2024-10-12,MobileApp,100,0.84,0,Desktop
4591,1692,6,2024-09-13,StreamMax,82,0.58,0,Tablet
4592,1505,11,2025-01-21,TabletApp,59,0.38,0,Mobile
4593,1516,7,2025-02-06,SmartTV,92,0.8,1,Tablet
4594,856,3,2025-01-11,SmartTV,122,0.98,0,Tablet
4595,1417,14,2024-10-03,TabletApp,75,0.75,1,Mobile
4596,1015,3,2024-11-15,MobileApp,92,0.9,0,TV
4597,1791,8,2025-04-21,TabletApp,79,0.55,0,Mobile
4598,1232,10,2024-07-02,StreamMax,90,0.63,1,TV
4599,432,4,2024-06-14,WebBrowser,96,0.99,0,TV
4600,965,1,2024-08-28,MobileApp,71,0.71,0,TV
4601,1415,5,2024-08-05,SmartTV,64,0.48,0,Desktop
4602,1717,3,2024-07-24,TabletApp,80,0.65,0,TV
4603,1332,1,2025-01-20,MobileApp,101,0.83,0,Desktop
4604,277,6,2024-08-18,StreamMax,33,0.32,0,Mobile
4605,1853,5,2025-03-20,MobileApp,84,0.58,0,Desktop
4606,1954,10,2024-07-25,WebBrowser,123,0.81,0,Tablet
4607,475,6,2025-01-11,StreamMax,38,0.42,0,Desktop
4608,1505,15,2025-03-21,MobileApp,60,0.54,0,Mobile
4609,712,6,2024-06-22,StreamMax,79,0.58,0,TV
4610,1065,14,2024-10-08,MobileApp,64,0.49,0,TV
4611,542,8,2024-07-07,StreamMax,33,0.37,0,Desktop
4612,1167,1,2024-12-10,StreamMax,103,0.82,1,Tablet
4613,1937,1,2025-02-16,SmartTV,55,0.38,0,Tablet
4614,1624,6,2024-08-31,StreamMax,128,0.92,0,Tablet
4615,166,4,2024-10-17,SmartTV,89,0.78,1,Desktop
4616,1694,1,2024-06-24,WebBrowser,41,0.45,0,Desktop
4617,956,1,2024-10-08,TabletApp,124,0.96,0,Tablet
4618,601,6,2024-08-24,StreamMax,93,0.68,0,Tablet
4619,1416,15,2025-04-25,WebBrowser,97,0.63,1,Mobile
4620,131,1,2025-02-14,MobileApp,44,0.42,0,TV
4621,337,14,2024-08-15,SmartTV,67,0.45,0,TV
4622,1643,11,2024-06-16,MobileApp,68,0.58,0,Tablet
4623,840,7,2024-06-18,MobileApp,51,0.5,0,Tablet
4624,751,10,2024-11-14,WebBrowser,76,0.74,0,Desktop
4625,1170,8,2025-01-27,SmartTV,35,0.34,0,Mobile
4626,1255,10,2024-06-18,StreamMax,70,0.52,0,Tablet
4627,1329,9,2025-04-29,SmartTV,119,0.99,0,Mobile
4628,544,10,2024-09-10,MobileApp,58,0.64,0,Tablet
4629,1800,6,2024-06-17,SmartTV,60,0.53,0,Desktop
4630,924,2,2024-09-04,WebBrowser,121,0.99,0,TV
4631,1656,15,2024-12-21,SmartTV,48,0.31,1,Mobile
4632,65,8,2024-12-25,MobileApp,71,0.52,0,Desktop
4633,994,9,2025-04-06,StreamMax,35,0.35,1,TV
4634,712,1,2025-04-05,MobileApp,116,0.8,0,Mobile
4635,597,5,2024-08-11,TabletApp,86,0.83,0,TV
4636,527,2,2024-07-07,WebBrowser,89,0.69,1,Tablet
4637,830,1,2024-12-09,SmartTV,49,0.41,1,Desktop
4638,29,6,2025-02-11,MobileApp,81,0.71,1,TV
4639,412,1,2024-09-08,SmartTV,45,0.45,1,Desktop
4640,850,13,2025-02-23,StreamMax,89,0.58,0,Mobile
4641,757,6,2024-12-31,StreamMax,50,0.54,0,Desktop
4642,747,6,2024-06-07,StreamMax,102,0.73,0,Mobile
4643,1148,8,2024-06-19,WebBrowser,53,0.46,1,TV
4644,229,1,2024-09-19,WebBrowser,55,0.5,1,Desktop
4645,1293,8,2024-08-13,TabletApp,118,0.78,0,TV
4646,1022,3,2024-12-31,TabletApp,85,0.82,0,Desktop
4647,1498,14,2025-03-21,MobileApp,139,0.91,0,TV
4648,966,1,2024-08-29,TabletApp,87,0.66,0,Tablet
4649,1362,14,2025-02-12,StreamMax,48,0.32,0,Mobile
4650,1280,3,2024-09-15,WebBrowser,50,0.46,0,TV
4651,675,11,2024-08-05,TabletApp,57,0.43,0,Tablet
4652,1633,6,2024-08-08,MobileApp,116,0.78,0,Desktop
4653,646,1,2025-02-10,WebBrowser,34,0.34,0,Desktop
4654,381,11,2025-03-18,SmartTV,136,0.95,0,Mobile
4655,809,10,2024-11-21,WebBrowser,83,0.87,0,Tablet
4656,1965,1,2024-10-30,MobileApp,85,0.85,0,Tablet
4657,1478,6,2024-06-03,WebBrowser,125,0.96,0,Desktop
4658,832,8,2024-12-20,StreamMax,122,0.82,1,Mobile
4659,435,7,2024-08-08,MobileApp,110,0.76,0,Mobile
4660,179,8,2025-03-03,SmartTV,66,0.48,1,Mobile
4661,1920,11,2024-09-20,SmartTV,91,0.6,1,Mobile
4662,939,15,2025-01-02,SmartTV,100,0.75,0,Mobile
4663,1223,14,2024-12-12,TabletApp,140,1.0,0,Mobile
4664,283,10,2024-09-10,TabletApp,71,0.56,0,TV
4665,1736,9,2024-10-27,SmartTV,40,0.46,0,TV
4666,608,15,2025-04-07,MobileApp,52,0.37,0,Mobile
4667,962,6,2024-10-18,MobileApp,97,0.8,0,Mobile
4668,1393,13,2024-11-02,TabletApp,39,0.39,1,Desktop
4669,190,15,2025-03-23,SmartTV,37,0.32,0,Mobile
4670,207,6,2024-06-17,TabletApp,101,0.76,0,TV
4671,1507,1,2025-03-02,SmartTV,46,0.37,0,TV
4672,446,1,2024-11-10,MobileApp,101,0.81,0,Tablet
4673,1240,15,2025-04-20,MobileApp,133,0.98,1,Desktop
4674,535,10,2025-01-15,SmartTV,98,0.74,1,Desktop
4675,1309,2,2025-04-21,SmartTV,70,0.65,0,Tablet
4676,1116,11,2025-03-20,StreamMax,102,0.97,0,Desktop
4677,1321,8,2025-03-31,SmartTV,111,0.93,0,Mobile
4678,1050,1,2025-01-16,TabletApp,108,0.77,1,Mobile
4679,1360,10,2025-04-26,WebBrowser,64,0.66,0,TV
4680,1223,14,2025-04-06,SmartTV,55,0.44,0,Tablet
4681,411,4,2024-09-20,StreamMax,134,0.94,0,Tablet
4682,596,6,2024-12-15,WebBrowser,36,0.36,1,TV
4683,464,3,2025-01-18,MobileApp,116,0.78,0,Mobile
4684,1436,1,2024-10-11,MobileApp,79,0.59,1,Desktop
4685,1617,1,2025-02-26,StreamMax,109,0.87,0,Tablet
4686,924,8,2024-08-11,WebBrowser,140,0.99,1,Mobile
4687,1136,3,2025-01-07,StreamMax,47,0.42,0,Mobile
4688,1821,8,2025-01-14,SmartTV,100,0.69,0,Tablet
4689,1007,10,2024-10-11,TabletApp,31,0.31,1,TV
4690,1797,4,2024-08-01,SmartTV,80,0.62,0,TV
4691,211,5,2025-01-09,TabletApp,44,0.38,1,TV
4692,1235,1,2025-01-25,WebBrowser,53,0.39,0,TV
4693,1677,6,2025-03-29,StreamMax,92,0.74,0,TV
4694,1541,14,2024-07-02,MobileApp,100,0.73,0,Mobile
4695,677,2,2025-04-27,TabletApp,80,0.53,0,Mobile
4696,305,14,2025-04-13,WebBrowser,103,0.73,0,TV
4697,736,2,2025-03-02,TabletApp,105,0.79,0,Tablet
4698,955,13,2024-12-27,TabletApp,62,0.47,1,Desktop
4699,1460,1,2025-04-28,MobileApp,96,0.79,0,Tablet
4700,830,2,2024-08-30,StreamMax,65,0.65,0,Mobile
4701,896,15,2024-12-07,TabletApp,117,0.9,0,TV
4702,1241,15,2024-10-16,WebBrowser,89,0.95,0,TV
4703,1347,6,2024-08-05,WebBrowser,112,0.72,0,Mobile
4704,1498,8,2025-01-23,SmartTV,121,0.79,0,TV
4705,1189,1,2024-09-13,MobileApp,105,0.84,0,Mobile
4706,1866,3,2024-07-07,StreamMax,69,0.55,0,Tablet
4707,302,12,2024-11-07,SmartTV,148,0.94,0,Mobile
4708,1943,3,2024-12-07,WebBrowser,61,0.41,1,Mobile
4709,516,2,2025-01-23,StreamMax,70,0.6,1,Tablet
4710,1245,8,2025-02-06,TabletApp,45,0.52,0,TV
4711,1979,11,2024-07-21,StreamMax,91,0.74,0,Desktop
4712,1649,3,2024-12-26,SmartTV,34,0.37,0,Mobile
4713,1052,6,2024-08-18,StreamMax,72,0.69,0,TV
4714,1434,1,2024-09-16,StreamMax,39,0.3,0,Mobile
4715,526,3,2025-01-15,SmartTV,39,0.42,1,TV
4716,987,1,2025-02-14,SmartTV,39,0.43,0,Tablet
4717,1439,4,2024-10-28,SmartTV,81,0.52,0,Tablet
4718,432,2,2024-10-04,SmartTV,131,0.84,1,Tablet
4719,1169,4,2024-06-22,TabletApp,56,0.45,0,Mobile
4720,604,7,2024-07-16,WebBrowser,46,0.45,0,Tablet
4721,1618,9,2024-10-09,TabletApp,91,0.76,0,TV
4722,1160,8,2024-10-03,StreamMax,113,0.91,1,Tablet
4723,1281,10,2024-09-08,StreamMax,51,0.44,1,Tablet
4724,1474,1,2024-08-17,MobileApp,57,0.37,0,Tablet
4725,1812,9,2025-01-09,MobileApp,83,0.77,0,Tablet
4726,1301,6,2025-02-22,StreamMax,37,0.38,0,Mobile
4727,1782,1,2024-09-29,TabletApp,95,0.69,0,Mobile
4728,288,11,2024-11-30,MobileApp,78,0.61,0,Tablet
4729,1351,3,2024-07-03,SmartTV,104,0.93,0,Tablet
4730,1072,10,2024-12-18,MobileApp,64,0.47,0,Mobile
4731,475,9,2025-02-13,StreamMax,83,0.79,0,Tablet
4732,1276,8,2024-07-09,TabletApp,42,0.48,0,Mobile
4733,1275,8,2024-12-04,TabletApp,88,0.84,1,Desktop
4734,483,8,2025-03-23,StreamMax,96,0.97,0,Tablet
4735,437,2,2025-02-22,SmartTV,58,0.43,1,TV
4736,108,7,2024-08-31,WebBrowser,106,0.78,0,Desktop
4737,1142,2,2024-12-03,MobileApp,88,0.68,0,Mobile
4738,230,9,2025-04-21,SmartTV,105,0.79,0,TV
4739,635,7,2025-02-07,WebBrowser,63,0.72,0,TV
4740,1491,1,2025-03-09,StreamMax,132,0.9,1,Desktop
4741,1480,1,2025-04-30,TabletApp,80,0.62,0,Desktop
4742,515,4,2025-04-18,MobileApp,111,0.72,0,Mobile
4743,428,15,2024-08-30,StreamMax,36,0.3,0,Desktop
4744,269,8,2025-02-16,MobileApp,78,0.83,1,Tablet
4745,700,1,2025-01-16,StreamMax,70,0.53,0,Desktop
4746,1319,6,2024-06-29,MobileApp,92,0.65,0,Mobile
4747,325,11,2024-11-26,WebBrowser,50,0.37,0,Desktop
4748,337,1,2025-02-06,StreamMax,54,0.5,1,Desktop
4749,1182,3,2024-11-25,WebBrowser,93,0.69,1,Tablet
4750,1188,1,2024-08-27,TabletApp,74,0.81,1,TV
4751,154,13,2024-10-31,WebBrowser,74,0.65,0,Desktop
4752,1559,10,2025-03-12,SmartTV,102,0.93,1,TV
4753,725,11,2025-03-06,WebBrowser,76,0.6,0,TV
4754,663,14,2025-02-10,SmartTV,56,0.64,0,Tablet
4755,1928,13,2024-06-27,SmartTV,81,0.58,1,Mobile
4756,1200,1,2025-04-25,SmartTV,31,0.3,0,Tablet
4757,1788,1,2024-08-24,TabletApp,84,0.56,0,Mobile
4758,614,11,2024-12-21,WebBrowser,51,0.59,0,Desktop
4759,65,6,2024-10-30,WebBrowser,39,0.37,0,Desktop
4760,1259,1,2025-01-23,TabletApp,44,0.38,0,TV
4761,1680,3,2024-12-13,WebBrowser,103,0.99,0,TV
4762,197,14,2024-10-29,TabletApp,79,0.66,1,Mobile
4763,200,3,2024-08-07,SmartTV,100,0.77,0,Desktop
4764,1119,10,2024-11-08,SmartTV,53,0.46,0,TV
4765,1285,8,2025-04-05,WebBrowser,74,0.78,0,Desktop
4766,1889,14,2025-04-27,MobileApp,98,0.75,0,Tablet
4767,659,8,2024-07-11,TabletApp,34,0.39,0,Mobile
4768,1017,7,2024-11-02,MobileApp,121,0.83,0,Mobile
4769,1831,1,2025-04-07,WebBrowser,68,0.6,1,Mobile
4770,111,14,2024-11-09,SmartTV,95,0.77,0,Tablet
4771,209,8,2025-04-13,StreamMax,92,0.76,0,TV
4772,752,8,2025-02-22,SmartTV,56,0.45,0,TV
4773,34,1,2025-03-28,StreamMax,82,0.66,1,Desktop
4774,1897,7,2024-12-26,WebBrowser,47,0.52,0,Desktop
4775,72,3,2024-12-09,StreamMax,67,0.52,0,Desktop
4776,1710,6,2025-01-16,WebBrowser,73,0.83,1,Tablet
4777,61,8,2024-12-23,TabletApp,51,0.36,0,Desktop
4778,1672,11,2024-07-22,SmartTV,65,0.42,0,Desktop
4779,1231,5,2024-11-08,TabletApp,131,0.98,1,Desktop
4780,1510,6,2024-07-02,MobileApp,82,0.79,0,Mobile
4781,796,12,2025-03-16,TabletApp,92,0.77,0,Mobile
4782,1321,13,2024-08-31,StreamMax,66,0.65,0,Desktop
4783,158,4,2024-08-10,SmartTV,38,0.32,1,Tablet
4784,685,8,2025-01-27,TabletApp,53,0.44,0,Desktop
4785,1900,8,2025-04-22,MobileApp,85,0.76,0,TV
4786,175,8,2024-10-03,TabletApp,119,0.81,0,Mobile
4787,1057,1,2024-07-16,StreamMax,75,0.76,0,Desktop
4788,1250,11,2024-11-14,MobileApp,98,0.91,0,TV
4789,565,2,2024-07-12,StreamMax,106,0.74,0,Mobile
4790,1031,1,2025-02-04,MobileApp,118,0.84,0,Tablet
4791,1263,10,2025-04-27,StreamMax,50,0.33,0,Desktop
4792,104,1,2025-02-15,StreamMax,106,0.96,0,TV
4793,1467,8,2024-10-01,TabletApp,91,0.9,0,Mobile
4794,524,5,2025-03-28,StreamMax,56,0.55,1,Desktop
4795,698,9,2025-04-15,MobileApp,63,0.71,0,Desktop
4796,1567,1,2024-07-20,MobileApp,124,0.79,1,Mobile
4797,1009,2,2024-10-20,MobileApp,41,0.45,1,Mobile
4798,1514,12,2025-01-29,StreamMax,91,0.7,0,Desktop
4799,712,2,2025-02-22,TabletApp,53,0.38,0,Desktop
4800,1287,1,2024-11-19,TabletApp,109,0.73,0,TV
4801,828,15,2024-08-29,WebBrowser,49,0.36,0,Mobile
4802,90,5,2025-02-19,MobileApp,40,0.4,0,Tablet
4803,1345,12,2024-12-11,MobileApp,78,0.6,0,Desktop
4804,1426,1,2024-10-04,StreamMax,53,0.53,0,TV
4805,773,14,2025-03-05,StreamMax,121,0.94,0,Mobile
